"board","combo","reach_probability","fold_frequency","call_frequency","raise_frequency","ev_fold_utg","ev_call_utg","ev_raise_utg","mixed_ev_utg","best_ev_action","best_ev_utg","highest_frequency_action","highest_frequency","loss_if_fold_utg","loss_if_call_utg","loss_if_raise_utg","iteration","exploitability"
"As Jh 7d","JsQh","11,1014","0","0,972687","0,027313","0","0,597663","0,591289","0,597488906938","C","0,597663","C","0,972687","0,597663","0","0,0063740000000001","153","0,4856850504875183"
"As Jh 7d","JsQs","22,153","0","1","0","0","1,83728","1,65966","1,83728","C","1,83728","C","1","1,83728","0","0,17762","153","0,4856850504875183"
"As Jh 7d","JsKc","17,142","0","0,998976","0,001024","0","0,733527","0,726541","0,733519846336","C","0,733527","C","0,998976","0,733527","0","0,00698600000000005","153","0,4856850504875183"
"As Jh 7d","JsKd","16,2623","0","0,98733","0,01267","0","0,784973","0,779087","0,78489842438","C","0,784973","C","0,98733","0,784973","0","0,00588600000000006","153","0,4856850504875183"
"As Jh 7d","JsKh","17,6996","0","0,960704","0,039296","0","0,808116","0,806535","0,808053873024","C","0,808116","C","0,960704","0,808116","0","0,00158100000000005","153","0,4856850504875183"
"As Jh 7d","JsKs","21,8443","0","1","0","0","2,04143","1,89051","2,04143","C","2,04143","C","1","2,04143","0","0,15092","153","0,4856850504875183"
"As Jh 7d","JsAc","13,6601","0","0,950111","0,049889","0","9,494","9,48499","9,49355050011","C","9,494","C","0,950111","9,494","0","0,00900999999999996","153","0,4856850504875183"
"As Jh 7d","JsAd","14,3121","0","0,992538","0,007462","0","9,64603","9,63322","9,64593441178","C","9,64603","C","0,992538","9,64603","0","0,01281","153","0,4856850504875183"
"As Jh 7d","JsAh","13,3034","0","0,959573","0,040427","0","9,48939","9,47982","9,48900311361","C","9,48939","C","0,959573","9,48939","0","0,00957000000000008","153","0,4856850504875183"
"As Jh 7d","QcQd","22,7023","0","1","0","0","0,898763","0,458476","0,898763","C","0,898763","C","1","0,898763","0","0,440287","153","0,4856850504875183"
"As Jh 7d","QcQh","22,6787","0","1","0","0","0,904119","0,46939","0,904119","C","0,904119","C","1","0,904119","0","0,434729","153","0,4856850504875183"
"As Jh 7d","QcQs","23,6783","0","1","0","0","0,8976","0,525981","0,8976","C","0,8976","C","1","0,8976","0","0,371619","153","0,4856850504875183"
"As Jh 7d","QcKc","15,8279","0","0,933617","0,066383","0","0,773495","0,76001","0,772599825245","C","0,773495","C","0,933617","0,773495","0","0,013485","153","0,4856850504875183"
"As Jh 7d","QcKd","14,0802","0","0,995889","0,004111","0","0,804464","0,796978","0,804433225054","C","0,804464","C","0,995889","0,804464","0","0,00748599999999999","153","0,4856850504875183"
"As Jh 7d","QcKh","15,0497","0","0,999069","0,000931","0","0,804806","0,782697","0,804785416521","C","0,804806","C","0,999069","0,804806","0","0,0221089999999999","153","0,4856850504875183"
"As Jh 7d","QcKs","15,4861","0","0,894728","0,105272","0","0,819039","0,811572","0,818252933976","C","0,819039","C","0,894728","0,819039","0","0,00746700000000011","153","0,4856850504875183"
"As Jh 7d","QcAc","18,6446","0","0,980478","0,019522","0","2,68706","2,68978","2,68711309984","R","2,68978","C","0,980478","2,68978","0,00272000000000006","0","153","0,4856850504875183"
"As Jh 7d","QcAd","18,8228","0","0,999999","2E-06","0","2,7658","2,75514","2,76580274448","C","2,7658","C","0,999999","2,7658","0","0,0106600000000001","153","0,4856850504875183"
"As Jh 7d","QcAh","18,7168","0","0,999993","7E-06","0","2,68762","2,67855","2,68761993651","C","2,68762","C","0,999993","2,68762","0","0,00906999999999991","153","0,4856850504875183"
"As Jh 7d","QdQh","23,3392","0","1","0","0","0,971582","0,549272","0,971582","C","0,971582","C","1","0,971582","0","0,42231","153","0,4856850504875183"
"As Jh 7d","QdQs","22,417","0","1","0","0","0,964075","0,587612","0,964075","C","0,964075","C","1","0,964075","0","0,376463","153","0,4856850504875183"
"As Jh 7d","QdKc","15,0211","0","1","0","0","0,786032","0,766963","0,786032","C","0,786032","C","1","0,786032","0","0,019069","153","0,4856850504875183"
"As Jh 7d","QdKd","20,309","0","0,848726","0,151274","0","1,27265","1,27576","1,27312046214","R","1,27576","C","0,848726","1,27576","0,00310999999999995","0","153","0,4856850504875183"
"As Jh 7d","QdKh","14,2178","0","0,999999","1E-06","0","0,830327","0,808697","0,83032697837","C","0,830327","C","0,999999","0,830327","0","0,0216299999999998","153","0,4856850504875183"
"As Jh 7d","QdKs","14,4926","0","0,991604","0,008396","0","0,843397","0,846764","0,843425269332","R","0,846764","C","0,991604","0,846764","0,0033669999999999","0","153","0,4856850504875183"
"As Jh 7d","QdAc","19,0241","0","1","0","0","2,72061","2,70577","2,72061","C","2,72061","C","1","2,72061","0","0,0148399999999995","153","0,4856850504875183"
"As Jh 7d","QdAd","17,6232","0","0,961181","0,038819","0","3,45495","3,45918","3,45511420437","R","3,45918","C","0,961181","3,45918","0,00422999999999973","0","153","0,4856850504875183"
"As Jh 7d","QdAh","17,9573","0","1","0","0","2,71563","2,69075","2,71563","C","2,71563","C","1","2,71563","0","0,02488","153","0,4856850504875183"
"As Jh 7d","QhQs","22,5445","0","1","0","0","0,971293","0,604421","0,971293","C","0,971293","C","1","0,971293","0","0,366872","153","0,4856850504875183"
"As Jh 7d","QhKc","14,995","0","0,973429","0,026571","0","0,790357","0,790054","0,790348948987","C","0,790357","C","0,973429","0,790357","0","0,000302999999999942","153","0,4856850504875183"
"As Jh 7d","QhKd","13,4869","0","0,97635","0,02365","0","0,831057","0,839821","0,8312642686","R","0,839821","C","0,97635","0,839821","0,00876399999999999","0","153","0,4856850504875183"
"As Jh 7d","QhKh","19,3996","0","0,91295","0,08705","0","1,41908","1,41709","1,4189067705","C","1,41908","C","0,91295","1,41908","0","0,00198999999999994","153","0,4856850504875183"
"As Jh 7d","QhKs","13,8474","0","0,954122","0,045878","0","0,848559","0,864886","0,849308050106","R","0,864886","C","0,954122","0,864886","0,016327","0","153","0,4856850504875183"
"As Jh 7d","QhAc","18,3893","0","0,996035","0,003965","0","2,72366","2,7237","2,7236601586","R","2,7237","C","0,996035","2,7237","4,0000000000262E-05","0","153","0,4856850504875183"
"As Jh 7d","QhAd","18,0812","0","0,996416","0,003584","0","2,79369","2,79119","2,79368104","C","2,79369","C","0,996416","2,79369","0","0,00250000000000039","153","0,4856850504875183"
"As Jh 7d","QhAh","18,1752","0","0,97519","0,02481","0","3,47366","3,47858","3,4737820652","R","3,47858","C","0,97519","3,47858","0,00491999999999981","0","153","0,4856850504875183"
"As Jh 7d","QsKc","14,7951","0","0,899599","0,100401","0","0,811689","0,81183","0,811703156541","R","0,81183","C","0,899599","0,81183","0,000140999999999947","0","153","0,4856850504875183"
"As Jh 7d","QsKd","13,1593","0","0,958764","0,041236","0","0,855175","0,857736","0,855280605396","R","0,857736","C","0,958764","0,857736","0,00256100000000004","0","153","0,4856850504875183"
"As Jh 7d","QsKh","13,1544","0","0,973637","0,026363","0","0,856061","0,854012","0,856006982213","C","0,856061","C","0,973637","0,856061","0","0,00204900000000008","153","0,4856850504875183"
"As Jh 7d","QsKs","23,7406","0","0,979788","0,020212","0","1,8034","1,80368","1,80340565936","R","1,80368","C","0,979788","1,80368","0,000280000000000058","0","153","0,4856850504875183"
"As Jh 7d","QsAc","18,7598","0","0,989","0,011","0","2,69218","2,69384","2,69219826","R","2,69384","C","0,989","2,69384","0,00166000000000022","0","153","0,4856850504875183"
"As Jh 7d","QsAd","18,6611","0","0,992344","0,007656","0","2,7683","2,76962","2,76831010592","R","2,76962","C","0,992344","2,76962","0,00132000000000021","0","153","0,4856850504875183"
"As Jh 7d","QsAh","18,7435","0","0,996547","0,003453","0","2,6866","2,68554","2,68659633982","C","2,6866","C","0,996547","2,6866","0","0,00105999999999984","153","0,4856850504875183"
"As Jh 7d","KcKd","22,1505","0","1","0","0","0,998519","0,659888","0,998519","C","0,998519","C","1","0,998519","0","0,338631","153","0,4856850504875183"
"As Jh 7d","KcKh","21,7122","0","1","0","0","1,04012","0,716635","1,04012","C","1,04012","C","1","1,04012","0","0,323485","153","0,4856850504875183"
"As Jh 7d","KcKs","21,5793","0","1","0","0","0,982622","0,622667","0,982622","C","0,982622","C","1","0,982622","0","0,359955","153","0,4856850504875183"
"As Jh 7d","KcAc","16,0946","0","0,938561","0,061439","0","3,87551","3,87861","3,8757004609","R","3,87861","C","0,938561","3,87861","0,00309999999999988","0","153","0,4856850504875183"
"As Jh 7d","KcAd","17,1636","0","0,995398","0,004602","0","3,96997","3,97046","3,96997225498","R","3,97046","C","0,995398","3,97046","0,000490000000000101","0","153","0,4856850504875183"
"As Jh 7d","KcAh","18,0294","0","0,973812","0,026188","0","3,84798","3,85","3,84803289976","R","3,85","C","0,973812","3,85","0,00202000000000035","0","153","0,4856850504875183"
"As Jh 7d","KdKh","22,1343","0","1","0","0","1,13455","0,776059","1,13455","C","1,13455","C","1","1,13455","0","0,358491","153","0,4856850504875183"
"As Jh 7d","KdKs","21,7486","0","1","0","0","1,07628","0,682828","1,07628","C","1,07628","C","1","1,07628","0","0,393452","153","0,4856850504875183"
"As Jh 7d","KdAc","16,3688","0","0,985787","0,014213","0","3,92476","3,92545","3,92476980697","R","3,92545","C","0,985787","3,92545","0,000690000000000079","0","153","0,4856850504875183"
"As Jh 7d","KdAd","14,0483","0","0,902837","0,097163","0","4,60752","4,6101","4,60777068054","R","4,6101","C","0,902837","4,6101","0,00258000000000003","0","153","0,4856850504875183"
"As Jh 7d","KdAh","16,9461","0","0,997572","0,002429","0","3,89986","3,89859","3,89986081503","C","3,89986","C","0,997572","3,89986","0","0,00127000000000033","153","0,4856850504875183"
"As Jh 7d","KhKs","21,5726","0","1","0","0","1,1176","0,742492","1,1176","C","1,1176","C","1","1,1176","0","0,375108","153","0,4856850504875183"
"As Jh 7d","KhAc","16,4079","0","0,995368","0,004632","0","3,97913","3,97812","3,97912532168","C","3,97913","C","0,995368","3,97913","0","0,0010100000000004","153","0,4856850504875183"
"As Jh 7d","KhAd","16,6145","0","0,985029","0,014971","0","4,07586","4,07657","4,07587062941","R","4,07657","C","0,985029","4,07657","0,000709999999999766","0","153","0,4856850504875183"
"As Jh 7d","KhAh","13,2938","0","0,921726","0,078274","0","4,65282","4,65208","4,65276207724","C","4,65282","C","0,921726","4,65282","0","0,000740000000000407","153","0,4856850504875183"
"As Jh 7d","KsAc","16,2801","0","0,962623","0,037377","0","3,91022","3,90812","3,9101415083","C","3,91022","C","0,962623","3,91022","0","0,00209999999999999","153","0,4856850504875183"
"As Jh 7d","KsAd","17,5846","0","0,985738","0,014262","0","4,00735","4,00884","4,00737125038","R","4,00884","C","0,985738","4,00884","0,00148999999999955","0","153","0,4856850504875183"
"As Jh 7d","KsAh","17,4232","0","0,992094","0,007906","0","3,89354","3,89458","3,89354822224","R","3,89458","C","0,992094","3,89458","0,00103999999999971","0","153","0,4856850504875183"
"As Jh 7d","AcAd","6,403","0","0,69507","0,304931","0","23,6339","23,6472","23,6379792162","R","23,6472","C","0,69507","23,6472","0,013300000000001","0","153","0,4856850504875183"
"As Jh 7d","AcAh","5,84333","0","0,714308","0,285692","0","23,7997","23,8224","23,8061852084","R","23,8224","C","0,714308","23,8224","0,0226999999999968","0","153","0,4856850504875183"
"As Jh 7d","AdAh","6,25349","0","0,742763","0,257237","0","23,8343","23,8206","23,8307758531","C","23,8343","C","0,742763","23,8343","0","0,0137","153","0,4856850504875183"
"As Jh 6d","2c2d","0,001359","1","0","0","0","-0,1415581","-0,5188263","0","F","0","F","1","0","0,1415581","0,5188263","160","0,4934244751930237"
"As Jh 6d","2c2h","0,001693","1","0","0","0","-0,1643177","-0,518716","0","F","0","F","1","0","0,1643177","0,518716","160","0,4934244751930237"
"As Jh 6d","2c2s","0,003091","1","0","0","0","-0,1743542","-0,5257408","0","F","0","F","1","0","0,1743542","0,5257408","160","0,4934244751930237"
"As Jh 6d","2cAc","12,4499","0","1","0","0","1,77872","1,38765","1,77872","C","1,77872","C","1","1,77872","0","0,39107","160","0,4934244751930237"
"As Jh 6d","2d2h","0,00021","1","0","0","0","-0,1102947","-0,4683357","0","F","0","F","1","0","0,1102947","0,4683357","160","0,4934244751930237"
"As Jh 6d","2d2s","0,000423","1","0","0","0","-0,1201454","-0,4716709","0","F","0","F","1","0","0,1201454","0,4716709","160","0,4934244751930237"
"As Jh 6d","2dAd","15,6768","0","1","0","0","2,54857","2,40941","2,54857","C","2,54857","C","1","2,54857","0","0,13916","160","0,4934244751930237"
"As Jh 6d","2h2s","0,000575","1","0","0","0","-0,1415909","-0,4699818","0","F","0","F","1","0","0,1415909","0,4699818","160","0,4934244751930237"
"As Jh 6d","2hAh","16,5466","0","1","0","0","2,50985","2,32321","2,50985","C","2,50985","C","1","2,50985","0","0,18664","160","0,4934244751930237"
"As Jh 6d","3c3d","0,004969","1","0","0","0","-0,1167686","-0,5413651","0","F","0","F","1","0","0,1167686","0,5413651","160","0,4934244751930237"
"As Jh 6d","3c3h","0,006271","1","0","0","0","-0,1302353","-0,5368855","0","F","0","F","1","0","0,1302353","0,5368855","160","0,4934244751930237"
"As Jh 6d","3c3s","0,01301","1","0","0","0","-0,1521645","-0,5569359","0","F","0","F","1","0","0,1521645","0,5569359","160","0,4934244751930237"
"As Jh 6d","3cAc","16,4525","0","1","0","0","1,78359","1,38004","1,78359","C","1,78359","C","1","1,78359","0","0,40355","160","0,4934244751930237"
"As Jh 6d","3d3h","0,000987","1","0","0","0","-0,0796719","-0,4856125","0","F","0","F","1","0","0,0796719","0,4856125","160","0,4934244751930237"
"As Jh 6d","3d3s","0,001708","1","0","0","0","-0,0991444","-0,4985504","0","F","0","F","1","0","0,0991444","0,4985504","160","0,4934244751930237"
"As Jh 6d","3dAd","20,285","0","1","0","0","2,52508","2,38941","2,52508","C","2,52508","C","1","2,52508","0","0,13567","160","0,4934244751930237"
"As Jh 6d","3h3s","0,00221","1","0","0","0","-0,1135208","-0,4930851","0","F","0","F","1","0","0,1135208","0,4930851","160","0,4934244751930237"
"As Jh 6d","3hAh","21,4742","0","1","0","0","2,48373","2,30677","2,48373","C","2,48373","C","1","2,48373","0","0,17696","160","0,4934244751930237"
"As Jh 6d","4c4d","1,74416","1","0","0","0","-0,0951744","-0,6165939","0","F","0","F","1","0","0,0951744","0,6165939","160","0,4934244751930237"
"As Jh 6d","4c4h","1,80625","1","0","0","0","-0,1124187","-0,6043018","0","F","0","F","1","0","0,1124187","0,6043018","160","0,4934244751930237"
"As Jh 6d","4c4s","1,77662","1","0","0","0","-0,1081589","-0,6199207","0","F","0","F","1","0","0,1081589","0,6199207","160","0,4934244751930237"
"As Jh 6d","4c5c","6,29072","1","0","0","0","-0,4832127","-0,7040401","0","F","0","F","1","0","0,4832127","0,7040401","160","0,4934244751930237"
"As Jh 6d","4cAc","17,4383","0","1","0","0","1,81045","1,39203","1,81045","C","1,81045","C","1","1,81045","0","0,41842","160","0,4934244751930237"
"As Jh 6d","4d4h","0,615462","1","0","0","0","-0,0776772","-0,6252056","0","F","0","F","1","0","0,0776772","0,6252056","160","0,4934244751930237"
"As Jh 6d","4d4s","0,408148","1","0","0","0","-0,0739399","-0,6282005","0","F","0","F","1","0","0,0739399","0,6282005","160","0,4934244751930237"
"As Jh 6d","4d5d","5,5E-05","1","0","0","0","-0,1733521","-0,2718647","0","F","0","F","1","0","0,1733521","0,2718647","160","0,4934244751930237"
"As Jh 6d","4dAd","20,2076","0","1","0","0","2,47199","2,33828","2,47199","C","2,47199","C","1","2,47199","0","0,13371","160","0,4934244751930237"
"As Jh 6d","4h4s","0,364154","1","0","0","0","-0,0942097","-0,6119953","0","F","0","F","1","0","0,0942097","0,6119953","160","0,4934244751930237"
"As Jh 6d","4h5h","2E-06","1","0","0","0","-0,1704662","-0,2362164","0","F","0","F","1","0","0,1704662","0,2362164","160","0,4934244751930237"
"As Jh 6d","4hAh","21,5239","0","1","0","0","2,44371","2,26074","2,44371","C","2,44371","C","1","2,44371","0","0,182970000000001","160","0,4934244751930237"
"As Jh 6d","4s5s","0","1","0","0","0","0","0","0","F","0","F","1","0","0","0","160","0,4934244751930237"
"As Jh 6d","5c5d","4,65787","1","0","0","0","-0,0523819","-0,6774204","0","F","0","F","1","0","0,0523819","0,6774204","160","0,4934244751930237"
"As Jh 6d","5c5h","4,58735","1","0","0","0","-0,0633801","-0,6630241","0","F","0","F","1","0","0,0633801","0,6630241","160","0,4934244751930237"
"As Jh 6d","5c5s","4,56398","1","0","0","0","-0,0683189","-0,6987469","0","F","0","F","1","0","0,0683189","0,6987469","160","0,4934244751930237"
"As Jh 6d","5c6c","1,30327","0","0,50001","0,49999","0","0,739104","0,910622","0,82486128482","R","0,910622","C","0,50001","0,910622","0,171518","0","160","0,4934244751930237"
"As Jh 6d","5cKc","17,861","1","0","0","0","-1,0446827","-1,5809708","0","F","0","F","1","0","1,0446827","1,5809708","160","0,4934244751930237"
"As Jh 6d","5cAc","19,5091","0","1","0","0","1,91209","1,40669","1,91209","C","1,91209","C","1","1,91209","0","0,5054","160","0,4934244751930237"
"As Jh 6d","5d5h","3,19589","1","0","0","0","-0,0426643","-0,6647652","0","F","0","F","1","0","0,0426643","0,6647652","160","0,4934244751930237"
"As Jh 6d","5d5s","3,12282","1","0","0","0","-0,0373657","-0,6880371","0","F","0","F","1","0","0,0373657","0,6880371","160","0,4934244751930237"
"As Jh 6d","5dKd","12,7493","1","0","0","0","-0,7452091","-1,1683666","0","F","0","F","1","0","0,7452091","1,1683666","160","0,4934244751930237"
"As Jh 6d","5dAd","20,8004","0","1","0","0","2,53691","2,32601","2,53691","C","2,53691","C","1","2,53691","0","0,2109","160","0,4934244751930237"
"As Jh 6d","5h5s","2,98056","1","0","0","0","-0,0571022","-0,6715584","0","F","0","F","1","0","0,0571022","0,6715584","160","0,4934244751930237"
"As Jh 6d","5h6h","0,994055","0","0,165106","0,834894","0","1,2982","1,41974","1,39967301676","R","1,41974","R","0,834894","1,41974","0,12154","0","160","0,4934244751930237"
